,length,defect,time
0,12,0.004679980703735286,0.011015892028808594
1,16,0.01849505307183831,0.009905576705932617
2,17,0.15917993407142408,0.3119211196899414
3,26,0.00832329989623924,0.03215479850769043
4,30,0.24683989937866832,2.041964530944824
5,31,0.002894603479645056,0.013149738311767578
6,34,0.10355347236794389,0.6777362823486328
7,35,0.19959646948581602,1.7049927711486816
8,36,0.013433663378981987,0.022152185440063477
9,36,0.004954988373944239,0.0484919548034668
10,36,0.37957135853142626,2.0092692375183105
11,36,0.14412294761602576,1.3678205013275146
12,38,0.05485214303069151,1.6914234161376953
13,40,0.10054507870178607,1.2921686172485352
14,42,0.030238269579034954,0.6782822608947754
15,45,0.01776787823416054,0.12134313583374023
16,45,0.11003457965061225,2.6055617332458496
17,50,0.14969877485013358,5.115474224090576
18,53,0.1508464336058368,4.519011974334717
19,57,0.016128370333234738,0.12907910346984863
20,61,0.03316213171897617,4.960935592651367
21,62,0.03997980503323786,21.582074880599976
22,63,0.09707395756335978,10.353129863739014
23,63,0.012861671052841214,1.5168347358703613
24,67,0.01815733904693906,0.020433902740478516
25,67,0.019265345011465727,0.2760627269744873
26,67,0.3280052685778965,18.95249319076538
27,68,0.03774149539581698,4.975445508956909
28,73,0.016798872419586993,1.695864200592041
29,75,0.025938794208438174,7.259251832962036
30,80,0.11478545689635221,20.026118516921997
31,82,0.1476146351774041,10.666231393814087
32,85,0.016654567839968895,6.432848691940308
33,88,0.12393323784331958,40.43859553337097
34,92,0.0874265832001275,14.222446918487549
35,96,0.17044719712477296,24.74458122253418
36,97,0.17408661076379153,40.993624448776245
37,97,0.12955528226464896,23.900309801101685
38,97,0.17828618922986267,34.07326030731201
39,98,0.08581376519387575,53.845048666000366
40,100,0.3878193974899488,60.37989354133606
41,101,0.018458136227826844,8.832128286361694
42,101,0.13695757538241182,55.029754400253296
43,101,0.09191857122958232,38.59048819541931
44,102,0.019426341190520374,0.19896388053894043
45,102,0.15917392721865892,34.0376832485199
46,102,0.07664672754785948,32.439101696014404
47,103,0.2454881029446085,51.81938076019287
48,104,0.020739325078463967,34.75750422477722
49,104,0.01608389863987046,17.888688564300537
50,104,0.12512530275442849,37.07763957977295
51,105,0.06278956206029092,34.32764530181885
52,105,0.08674538565421491,63.39724159240723
53,105,0.15502882802041304,23.846882343292236
54,105,0.016889088357329503,14.12768840789795
55,105,0.21665859198866927,63.35107421875
56,105,0.05281073342940057,26.931796073913574
57,105,0.019903187419575388,7.643407344818115
58,110,0.16469377002389013,34.53425598144531
59,111,0.15622123441742586,57.00445795059204
60,116,0.018475598561601726,0.2335057258605957
61,116,0.20124128803923122,116.22212505340576
62,116,0.055348636264677696,16.729249000549316
63,119,0.28840925324540295,152.82945680618286
64,122,0.019162563058477477,17.890742301940918
65,123,0.2982397288395367,85.67930364608765
66,151,0.018825186769389497,35.51170611381531
67,174,0.015340872565502928,0.5911219120025635
68,184,0.018294710902720234,24.122992753982544
69,192,0.014757614595251415,2.475825548171997
70,200,0.03601615373930239,587.53924036026
71,202,0.13454710329810254,358.73457503318787
72,212,0.20596598260423463,767.1935472488403
73,213,0.018267397535776345,0.3333566188812256
74,214,0.015373162251443166,1.4396276473999023
75,258,0.019760647368461063,110.39640259742737
76,282,0.03256563898093736,565.0873892307281
77,284,0.018765531430112295,24.674911737442017
78,284,0.2625314670204324,1883.4175987243652
79,316,0.023946102534274056,1705.725694179535
80,337,0.038861959304738895,3104.2688977718353
81,355,0.36292337462171925,4392.580935955048
82,358,0.22486816954766398,5484.755651712418
83,364,0.19188595393941646,3893.0332992076874
84,370,0.13487283023611976,1470.07786154747
85,378,0.022064688514715155,434.64758825302124
86,379,0.014327276236774267,27.71587586402893
87,380,0.036433266895574724,6119.440966844559
88,382,0.18392536145436414,5722.872354507446
89,387,0.01837289064455668,2.9662246704101562
90,389,0.20357270681408715,6983.547784566879
91,389,0.09727457209120381,10465.217497587204
92,392,0.10836897318764492,5070.255569934845
93,393,0.29610047210543666,5856.234229803085
94,397,0.01930678826245232,2.3589227199554443
95,400,0.018856638060522547,807.507750749588
96,400,0.13703447915597425,4386.77966594696
97,400,0.019721752499072504,42.94880795478821
98,400,0.1268327388597236,2164.2294211387634
99,400,0.08789757438701291,6588.92490029335
